id_estacion,linea,nombre_estacion,vestibulo,nombre_acceso,direccion
1104,11,San Francisco,San Francisco,"Avenida Los Poblados, impares","Avda. Los Poblados, 91 / C/ Albox, 35"
1104,11,San Francisco,San Francisco,Ascensor,"Avda. Los Poblados, 102"
1105,11,Carabanchel Alto,Carabanchel Alto,Avenida Carabanchel Alto,"Avda. Carabanchel Alto, 15"
1105,11,Carabanchel Alto,Carabanchel Alto,Ascensor,"Avda. Carabanchel Alto, 15"
1106,11,La Peseta,La Peseta,Avda. La Peseta,"Avda. La Peseta, 61"
1106,11,La Peseta,La Peseta,Ascensor,"Dentro del templete del acceso Avda. La Peseta, 61"
1107,11,La Fortuna,La Fortuna,San José,"C/ San José, 40"
1107,11,La Fortuna,La Fortuna,Ascensor,"C/ San José, 44, semiesquina C/ Del Carmen"
1201,12,Puerta del Sur,Alcalde Joaquín Vilumbrales,Ascensor,Avenida de la Libertad ALCORCÓN
1201,12,Puerta del Sur,Alcalde Joaquín Vilumbrales,"Avenida de la Libertad, pares",Avenida de la Libertad esquina a Avda. de Leganés ALCORCÓN
1201,12,Puerta del Sur,Alcalde Joaquín Vilumbrales,"Avenida de la Libertad, impares",Avenida de la Libertad del 1 al 9 ALCORCÓN
1201,12,Puerta del Sur,Olímpico Francisco Fernández Ochoa,Olímpico Francisco Fernández Ochoa,"Olímpico Fernández Ochoa, esquina a Avda. de Leganés ALCORCÓN"
1202,12,Parque Lisboa,Parque de Lisboa,Avenida de Leganés,"Avda. de Leganés, 20 (esquina c/ Porto Lagos, 20) ALCORCÓN"
1202,12,Parque Lisboa,Parque de Lisboa,Ascensor,"Avda. de Leganés, 20 (esquina c/ Porto Lagos, 20) ALCORCÓN"
1203,12,Alcorcón Central,Alcorcón Central,Renfe,Nivel -1 a la altura de la cancela de Metro ALCORCÓN
1203,12,Alcorcón Central,Alcorcón Central,Ascensor exterior,Avda. Móstoles ALCORCÓN
1203,12,Alcorcón Central,Alcorcón Central,Avda. Móstoles - Navalcarnero,"Pº Extremadura, 11, templete (también Avda. de Mostoles) ALCORCÓN"
1203,12,Alcorcón Central,Alcorcón Central,Avenida Móstoles - Bailén,"Pº Extremadura, 15 (también Avda. de Mostoles) ALCORCÓN"
1204,12,Parque Oeste,Parque del Oeste,Estambul,"Estambul, 16 ALCORCÓN"
1204,12,Parque Oeste,Parque del Oeste,Ascensor,"Estambul, 16 ALCORCÓN"
1205,12,Universidad Rey Juan Carlos,Universidad Rey Juan Carlos I,Ascensor,"Avda. Alcalde de Móstoles, 35 MÓSTOLES"
1205,12,Universidad Rey Juan Carlos,Universidad Rey Juan Carlos I,Avenida Alcalde de Móstoles,"Avda. Alcalde de Móstoles, 35 MÓSTOLES"
1205,12,Universidad Rey Juan Carlos,Universidad Rey Juan Carlos I,Avenida Alcalde de Móstoles,"Avda. Alcalde de Móstoles, 35; Izda al salir C2 MÓSTOLES"
1206,12,Móstoles Central,Móstoles Central,Paseo de la Estación,"Paseo de la Estación, s/n MOSTOLES"
1206,12,Móstoles Central,Móstoles Central,Ascensor,"Paseo de la Estación, s/n MOSTOLES"
1206,12,Móstoles Central,Móstoles Central,Renfe,Nivel -1 a la altura de la cancela de Metro MÓSTOLES
1207,12,Pradillo,Pradillo,Plaza del Pradillo,Plaza del Pradillo s/n MÓSTOLES
1207,12,Pradillo,Pradillo,Ascensor,Plaza del Pradillo s/n MÓSTOLES
1208,12,Hospital de Móstoles,Hospital de Móstoles,Ascensor,C/ Río Sella MÓSTOLES
1208,12,Hospital de Móstoles,Hospital de Móstoles,Río Ebro - Río Sella,C/ Río Sella MÓSTOLES
1209,12,Manuela Malasaña,Manuela Malasaña,Plaza del Sol,Plaza del Sol s/n (altura del nº 30) MÓSTOLES
1209,12,Manuela Malasaña,Manuela Malasaña,Ascensor,Plaza del Sol s/n (altura del nº 30) MÓSTOLES
1210,12,Loranca,Loranca,Avenida de Pablo Iglesias,"Avda. Pablo Iglesias, s/n FUENLABRADA"
1210,12,Loranca,Loranca,Plaza de la Concordia,Plaza de la Concordia FUENLABRADA
1210,12,Loranca,Loranca,Ascensor,Plaza de la Concordia FUENLABRADA
1211,12,Parque Europa,Hospital de Fuenlabrada,Ascensor,"Cº del Molino, pares s/n FUENLABRADA"
1211,12,Parque Europa,Hospital de Fuenlabrada,Camino del Molino - Hospital,"Cº del Molino, pares s/n FUENLABRADA"
1211,12,Parque Europa,Hospital de Fuenlabrada,Camino del Molino - Universidad,"Cº del Molino, impares s/n FUENLABRADA"
1212,12,Hospital de Fuenlabrada,Parque Europa,Ascensor,"C/ Francia, 36 FUENLABRADA"
1212,12,Hospital de Fuenlabrada,Parque Europa,Francia,"Francia, 34 (esquina Avda. de las Naciones) FUENLABRADA"
1214,12,Fuenlabrada Central,Fuenlabrada Central,Paseo de la Estación,"Pº de la Estación, s/n (templete) FUENLABRADA"
1214,12,Fuenlabrada Central,Fuenlabrada Central,Ascensor,Pº de la Estación s/n (dentro del templete) FUENLABRADA
1214,12,Fuenlabrada Central,Fuenlabrada Central,Renfe,Lí­mites Metro/Renfe en nivel -1 FUENLABRADA
1215,12,Parque de los Estados,Parque de los Estados,Avenida de los Estados,"Avda. de los Estados, 10 (esquina c/ Venezuela) FUENLABRADA"
1215,12,Parque de los Estados,Parque de los Estados,Ascensor,"Venezuela, 2 FUENLABRADA"
1215,12,Parque de los Estados,Parque de los Estados,La Habana,"La Habana, 2 (esquina c/ Venezuela) FUENLABRADA"
1217,12,Arroyo Culebro,Arroyo Culebro,Ascensor,"Las Ciencias, 14 (esquina C/ Canarias, 143) GETAFE"
1217,12,Arroyo Culebro,Arroyo Culebro,Las Ciencias,"Las Ciencias, 14 (esquina C/ Canarias, 143) GETAFE"
1218,12,Conservatorio,Conservatorio,Senda de Mafalda,"Avda. de las Arcas del Agua, 9 (esquina a c/ Senda de Mafalda) GETAFE"
1218,12,Conservatorio,Conservatorio,Ascensor,"Avda. de las Arcas del Agua, 9 (esquina a c/ Senda de Mafalda) GETAFE"
1219,12,Alonso de Mendoza,Alonso de Mendoza,Ascensor,"C/ El Greco, 2 (esquina con C/ Ferrocarril) GETAFE"
1219,12,Alonso de Mendoza,Alonso de Mendoza,Ferrocarril - El Greco,"C/ El Greco, 2 (esquina con C/ Ferrocarril) GETAFE"
1220,12,Getafe Central,Getafe Central,Renfe,"Límites Metro/Renfe en nivel -1,5 al terminar las escaleras mecanicas de Metro GETAFE"
1220,12,Getafe Central,Getafe Central,Paseo del Ferrocarril,Esquina con Ramón y Cajal y con Pablo Iglesias GETAFE
1220,12,Getafe Central,Getafe Central,Ascensor,Paseo del Ferrocarril GETAFE
1221,12,Juan de la Cierva,Juan de la Cierva,"Avenida de España, pares","Avda. España, 16 GETAFE"
1221,12,Juan de la Cierva,Juan de la Cierva,"Avenida de España, impares","Avda. España, 5 GETAFE"
1221,12,Juan de la Cierva,Juan de la Cierva,Ascensor,"Avda. España, 9 GETAFE"
358,12,El Casar,Correspondencia L3/L12,Correspondencia L3/L12,Nivel-2 límite L3/L12
358,12,El Casar,El Casar,Av. Casar,"Av. Casar, s/n"
358,12,El Casar,El Casar,El Casar-Ascensor,"Av. Casar, s/n"
358,12,El Casar,El Casar,Cercanías-El Casar,Nivel -1 límite Metro/Cercanías
358,12,El Casar,Gitanilla,Cercanías-Gitanilla,Nivel-1 límite Metro/Cercanias
358,12,El Casar,Gitanilla,Gitanilla-Ascensor,"C. Gitanilla, s/n"
358,12,El Casar,Gitanilla,Gitanilla,"C. Gitanilla, s/n"
1223,12,Los Espartales,Los Espartales,Ascensor,"Avda. de Rigoberta Menchú, 3 (esquina a C/ Rosa de Luxemburgo) GETAFE"
1223,12,Los Espartales,Los Espartales,Avenida de Rigoberta Menchú,"Avda. de Rigoberta Menchú, 3 (esquina a C/ Rosa de Luxemburgo) GETAFE"
1224,12,El Bercial,El Bercial,El Bercial,Próximo C/Turquía - Bº del Bercial GETAFE
1225,12,El Carrascal,El Carrascal,Ascensor,"Avda. Rey Juan Carlos I, Bulevar LEGANÉS"
1225,12,El Carrascal,El Carrascal,"Avenida Rey Juan Carlos I, pares","Avda. Rey Juan Carlos I, 110 LEGANÉS"
1225,12,El Carrascal,El Carrascal,"Avenida Rey Juan Carlos I, impares","Avda. Rey Juan Carlos I, 87 LEGANÉS"
1226,12,Julián Besteiro,Julián Besteiro,"Avenida Rey Juan Carlos I, pares","Avda. Rey Juan Carlos I, 30 LEGANÉS"
1226,12,Julián Besteiro,Julián Besteiro,Ascensor,"Avda. Rey Juan Carlos I, 25 LEGANÉS"
1226,12,Julián Besteiro,Julián Besteiro,"Avenida Rey Juan Carlos I, impares","Avda. Rey Juan Carlos I, 25 LEGANÉS"
1227,12,Casa del Reloj,Casa del Reloj,"Avenida de Gibraltar, impares","Avda. de Gibraltar, 7 LEGANÉS"
1227,12,Casa del Reloj,Casa del Reloj,Casa del Reloj,"Avda. de Gibraltar, 2 LEGANÉS"
1227,12,Casa del Reloj,Casa del Reloj,Ascensor,"Avda. de Gibraltar, 2 LEGANÉS"
1228,12,Hospital Severo Ochoa,Hospital Severo Ochoa,Ascensor,Avda. Orellana LEGANÉS
1228,12,Hospital Severo Ochoa,Hospital Severo Ochoa,Avenida de Orellana,Avda. Orellana LEGANÉS
1228,12,Hospital Severo Ochoa,Hospital Severo Ochoa,Hospital Severo Ochoa,Avda. Orellana LEGANÉS
1229,12,Leganés Central,Leganés Central,Avenida del Cobre,"Avda. del Cobre, templete LEGANÉS"
1229,12,Leganés Central,Leganés Central,Ascensor,Avda. del Cobre (fuera templete) LEGANÉS
1229,12,Leganés Central,Leganés Central,Renfe,Limites Metro/Renfe en nivel -1 LEGANÉS
1230,12,San Nicasio,San Nicasio,Ascensor,Avda. del Mar Mediterráneo LEGANÉS
1230,12,San Nicasio,San Nicasio,Avenida del Mar Mediterráneo,"Avda. del Mar Mediterráneo s/n, junto a puente ctra. Alcorcón a Leganés LEGANÉS"
1230,12,San Nicasio,San Nicasio,La Encina,"C/ La Encina, junto a residencia de estudiantes LEGANÉS"
255,2,Las Rosas,Las Rosas,Ascensor,"Paseo de Ginebra, 35"
255,2,Las Rosas,Las Rosas,Paseo de Ginebra,Paseo de Ginebra esquina C/ Suecia
254,2,Avenida de Guadalajara,Avenida de Guadalajara,Ascensor,Avda. de Guadalajara esquina Avda. Canillejas a Vicalvaro
254,2,Avenida de Guadalajara,Avenida de Guadalajara,Dresde,"Avenida de Guadalajara, 136"
253,2,Alsacia,Alsacia,Intercambiador,Plaza Alsacia s/n
253,2,Alsacia,Alsacia,Ascensor,Plaza de Alsacia s/n
253,2,Alsacia,Alsacia,Avenida de Guadalajara,"frente a Hermanos García Noblejas, 133"
253,2,Alsacia,Alsacia,Ascensor,"frente a Hermanos García Noblejas, 133"
252,2,La Almudena,La Almudena,Ascensor,C/ Arriaga esquina C/ Francisco Largo Caballero
252,2,La Almudena,La Almudena,Arriaga,"C/ Arriaga, 75"
251,2,La Elipa,La Elipa,Avda. Marqués de Corbera,"Avda. Marqués de Corbera, 56"
251,2,La Elipa,La Elipa,Ascensor,"Avda. Marqués de Corbera, 58"
201,2,Ventas,Ventas,Plaza de Toros,"Alcalá, 233 (Frente a Pza. de Toros)"
201,2,Ventas,Ventas,Plaza de Toros,"Alcalá, 233 (Frente a Pza. de Toros)"
202,2,Manuel Becerra,Manuel Becerra,Doctor Esquerdo,"Pza. Manuel Becerra, 20 (Alcalá/Dr. Esquerdo)"
202,2,Manuel Becerra,Manuel Becerra,D. Ramón de la Cruz,"Pza. Manuel Becerra, 4 (Fco. Silvela/R. Cruz)"
203,2,Goya,Conde de Peñalver,"Conde de Peñalver, pares","Conde de Peñalver, 2 (Esq. con Alcalá)"
203,2,Goya,Conde de Peñalver,Ascensores 4 y 5,"C/ Goya, 87"
203,2,Goya,Conde de Peñalver,"Conde de Peñalver, impares","Goya, 89 (Esq. C/Peñalver , 1)"
203,2,Goya,Felipe II,"Felipe II, impares","Avda. Felipe II, 1 (Esq. con c/ Narváez)"
203,2,Goya,Felipe II,Ascensores 2 y 3. Acceso a línea 2 dirección Cuatro Caminos,"Avda. Felipe II, 1 (Esq. con c/ Alcalá)"
203,2,Goya,Felipe II,"Felipe II, pares","Avda. Felipe II, 12 (Esq. con C/ Narváez)"
203,2,Goya,General Díaz Porlier,General Díaz Porlier,"Goya, 62 (Esq. Gnral Díaz Porlier)"
203,2,Goya,General Díaz Porlier,Ascensor 1. Acceso a línea 2 dirección Las Rosas y línea 4 dirección Argüelles,"General Díaz Porlier, 3"
203,2,Goya,General Díaz Porlier,Centro Comercial,Nivel -2 Centro Comercial
204,2,Príncipe de Vergara,Príncipe de Vergara,Alcalá,"Alcalá, 123 (Esq. Ppe. Vergara)"
204,2,Príncipe de Vergara,Príncipe de Vergara-Ascensor,Ascensor 1,"Príncipe de Vergara, 7"
204,2,Príncipe de Vergara,Príncipe de Vergara-Ascensor,Ascensor 2,"Príncipe de Vergara, 5"
205,2,Retiro,Claudio Coello,Claudio Coello,"Alcalá, 75 (esq. Claudio Coello)"
205,2,Retiro,Lagasca,Rampa,"Lagasca, 4."
205,2,Retiro,Lagasca,Lagasca,"Lagasca, 4"
205,2,Retiro,Lagasca,Retiro,Parque del Retiro
206,2,Banco de España,Barquillo,Barquillo,"Alcalá, 47 (Esq. Barquillo)"
206,2,Banco de España,Barquillo,Marqués de Cubas,"Alcalá, 46 (Esq. M. Cubas)"
206,2,Banco de España,Cibeles,Palacio de Buenavista,"Alcalá, 51"
206,2,Banco de España,Cibeles,Banco de España,"Alcalá, 48 (Esq. Pº. del Prado)"
207,2,Sevilla,Sevilla,Alcalá,"Alcalá, 23"
207,2,Sevilla,Sevilla,Ascensor,"Alcalá, 21"
112,2,Sol,Mayor,Ascensor,Puerta del Sol
112,2,Sol,Mayor,Mayor,"Pta. del Sol, s/n (esq. Mayor y Arenal)"
112,2,Sol,Preciados,Centro Comercial,Acceso directo al centro comercial
112,2,Sol,Preciados,Preciados,"Preciados, 3"
112,2,Sol,Puerta del Sol,Alcalá,"Puerta del Sol, 13"
112,2,Sol,Puerta del Sol,Carmen,"Puerta del Sol, 12"
112,2,Sol,Puerta del Sol,RENFE,Cúpula de RENFE y Ascensor
112,2,Sol,Puerta del Sol,Carretas,"Pta. del Sol, 7 (semiesq. Carretas)"
112,2,Sol,RENFE,RENFE,Intercambiador Nivel -1
209,2,Ópera,Plaza de Isabel II,Campomanes,"Plaza de Isabel II, 5"
209,2,Ópera,Plaza de Isabel II,Arenal,"Plaza de Isabel II, 1 (Esq. Arenal)"
209,2,Ópera,Plaza de Isabel II,Ascensor,"Plaza de Isabel II, 8"
210,2,Santo Domingo,Gran Vía,Gran Vía,"Gran Vía, 51 (esq. San Bernardo)"
210,2,Santo Domingo,Santo Domingo,Santo Domingo,"Pza. Santo Domingo, 6"
211,2,Noviciado,Ministerio de Justicia,Ministerio de Justicia,"San Bernardo, 45 (Junto al Mº de Justicia)"
211,2,Noviciado,Noviciado,Noviciado,"San Bernardo, 51 (Esq. C/Noviciado)"
212,2,San Bernardo,Alberto Aguilera,Alberto Aguilera,"Gta. Ruiz Jiménez, 2 (S.Bernardo - A. Aguilera)"
212,2,San Bernardo,Carranza,Carranza,"Gta. Ruiz Jiménez, 5 (Esq. Carranza)"
213,2,Quevedo,Quevedo,Fuencarral,"Gta. Quevedo, 1 (S.Bernardo - Fuencarral)"
213,2,Quevedo,Quevedo,Arapiles,"Gta. Quevedo, 2 (Esq. Arapiles)"
214,2,Canal,Canal,Ascensor,"Bravo Murillo, impares"
214,2,Canal,Canal,"Bravo Murillo, impares","Bravo Murillo, 47"
214,2,Canal,Canal,"Bravo Murillo, pares","Bravo Murillo, 40"
106,2,Cuatro Caminos,Central,Ascensor exterior,Santa Engracia (semiesquina Bravo Murillo)
106,2,Cuatro Caminos,Central,"Reina Victoria, pares","Avda. Reina Victoria, 2"
106,2,Cuatro Caminos,Central,Bravo Murillo,"Bravo Murillo, 101 (esq. Gta. Cuatro Caminos)"
106,2,Cuatro Caminos,Central,Santa Engracia,"Santa Engracia, 168"
106,2,Cuatro Caminos,Central,"Reina Victoria, impares","Gta. Cuatro Caminos (esq. Reina Victoria, 1)"
106,2,Cuatro Caminos,Maudes,Maudes,"Maudes, 8"
358,3,El Casar,Correspondencia L3/L12,Correspondencia L3/L12,Nivel-2 límite L3/L12
358,3,El Casar,El Casar,Av. Casar,"Av. Casar, s/n"
358,3,El Casar,El Casar,El Casar-Ascensor,"Av. Casar, s/n"
358,3,El Casar,El Casar,Cercanías-El Casar,Nivel -1 límite Metro/Cercanías
358,3,El Casar,Gitanilla,Cercanías-Gitanilla,Nivel-1 límite Metro/Cercanias
358,3,El Casar,Gitanilla,Gitanilla-Ascensor,"C. Gitanilla, s/n"
358,3,El Casar,Gitanilla,Gitanilla,"C. Gitanilla, s/n"
357,3,Villaverde Alto,Villaverde Alto,Valle de Tobalina,"C/ Valle de Tobalina, frente al nº 42"
357,3,Villaverde Alto,Villaverde Alto,Renfe,Correspondencia con Renfe
357,3,Villaverde Alto,Villaverde Alto,Ascensor,"C/ Valle de Tobalina, frente al nº 42"
356,3,San Cristóbal,San Cristóbal,Ascensor,"C/ Moncada, 13"
356,3,San Cristóbal,San Cristóbal,Avda. Andalucía pares,"Avda Andalucía pares, junto C/ San Dalmacio"
356,3,San Cristóbal,San Cristóbal,Moncada,"C/ Moncada, 13"
355,3,Villaverde Bajo Cruce,Villaverde Bajo Cruce,Santiago Amón,"C/ Santiago Amón, frente al nº 1"
355,3,Villaverde Bajo Cruce,Villaverde Bajo Cruce,Ascensor,"C/ Santa Petronila, 3"
355,3,Villaverde Bajo Cruce,Villaverde Bajo Cruce,Santa Petronila,"C/ Santa Petronila, 3"
354,3,Ciudad de los Ángeles,Ciudad de los Ángeles,Paseo Gigantes y Cabezudos,"Paseo Gigantes y Cabezudos, frente al nº 12"
354,3,Ciudad de los Ángeles,Ciudad de los Ángeles,Ascensor,"Paseo Gigantes y Cabezudos, frente al nº 12"
354,3,Ciudad de los Ángeles,Ciudad de los Ángeles,Tertulia,C/ Tertulia frente al nº 17
353,3,San Fermín – Orcasur,San Fermín - Orcasur,Avenida de Andalucía pares,"Avenida de Andalucía, 20"
353,3,San Fermín – Orcasur,San Fermín - Orcasur,Ascensor,Avenida Perla frente al nº 29
353,3,San Fermín – Orcasur,San Fermín - Orcasur,Avenida Perla,Avenida Perla frente al nº 29
352,3,Hospital 12 de Octubre,Hospital 12 de Octubre,Glorieta de Málaga,Avda. de Córdoba s/n en la Glorieta de Málaga
352,3,Hospital 12 de Octubre,Hospital 12 de Octubre,Ascensor,Avda. de Córdoba s/n en la Glorieta de Málaga
351,3,Almendrales,Almendrales,Avda. Cordoba pares,"Avda. Cordoba, 21"
351,3,Almendrales,Almendrales,Ascensor,"Santa Cruz de Mudela, 17 / Avda. de Córdoba, frente al 21"
351,3,Almendrales,Almendrales,Avda. Cordoba impares,"Avda. Cordoba, 21"
301,3,Legazpi,Beata María Ana de Jesús,Beata María Ana de Jesús,"Pº de las Delicias, 132"
301,3,Legazpi,Legazpi,Plaza de Legazpi (esquina Bolivar),"Plaza de Legazpi, 3"
301,3,Legazpi,Legazpi,Ascensor,"Plaza de Legazpi, 3"
301,3,Legazpi,Legazpi,Plaza de Legazpi,"Plaza de Legazpi, 1"
302,3,Delicias,Ciudad Real,Ascensor,"Pº de las Delicias, 58"
302,3,Delicias,Ciudad Real,Ciudad Real,"Pº de las Delicias, 60"
302,3,Delicias,Ciudad Real,"Pº de las Delicias, impares","Pº de las Delicias, 61"
302,3,Delicias,Cáceres,Cáceres,"Pº de las Delicias, 78 (Esq. Cáceres)"
303,3,Palos de la Frontera,Delicias,"Palos de la Frontera, impares","Palos de la Frontera, 29"
303,3,Palos de la Frontera,Delicias,Ascensor,"Palos de la Frontera, 33"
303,3,Palos de la Frontera,Delicias,Paseo de las Delicias,"Palos de la Frontera, 42"
304,3,Embajadores,Acacias,Acacias,"Gta. Embajadores, 7"
304,3,Embajadores,Acacias,Ascensor,"Gta. Embajadores, 7"
304,3,Embajadores,Renfe,Renfe,Renfe Cercanías
304,3,Embajadores,Ronda de Valencia,Ronda de Valencia,"Gta. Embajadores, 3"
305,3,Lavapiés,Argumosa,Ascensor,"Argumosa, 3"
305,3,Lavapiés,Argumosa,Argumosa,"Argumosa, 1"
112,3,Sol,Mayor,Ascensor,Puerta del Sol
112,3,Sol,Mayor,Mayor,"Pta. del Sol, s/n (esq. Mayor y Arenal)"
112,3,Sol,Preciados,Centro Comercial,Acceso directo al centro comercial
112,3,Sol,Preciados,Preciados,"Preciados, 3"
112,3,Sol,Puerta del Sol,Alcalá,"Puerta del Sol, 13"
112,3,Sol,Puerta del Sol,Carmen,"Puerta del Sol, 12"
112,3,Sol,Puerta del Sol,RENFE,Cúpula de RENFE y Ascensor
112,3,Sol,Puerta del Sol,Carretas,"Pta. del Sol, 7 (semiesq. Carretas)"
112,3,Sol,RENFE,RENFE,Intercambiador Nivel -1
307,3,Callao,Callao,Centro Comercial,En pasillo del acceso Cine Avenida
307,3,Callao,Callao,Ascensor,"Plaza de Callao, 1"
307,3,Callao,Callao,Plaza de Callao,"Plaza de Callao, 1"
307,3,Callao,Callao,Palacio de la Prensa,"Gran Vía, 46"
307,3,Callao,Callao,Gran Vía,"Gran Vía, 39"
307,3,Callao,Jacometrezo,Jacometrezo,"C/ Jacometrezo, 1"
307,3,Callao,Jacometrezo,Ascensor,"C/ Jacometrezo, impares"
308,3,Plaza de España,Conde de Toreno,Ascensor. Acceso a línea 10,Pza. Conde de Toreno
308,3,Plaza de España,Conde de Toreno,Ascensor. Acceso a línea 10,Pza. Conde de Toreno
308,3,Plaza de España,Leganitos,Gran Vía,"Gran Vía, 80"
308,3,Plaza de España,Leganitos,Leganitos,"Gran Vía, 73"
308,3,Plaza de España,Leganitos,Reyes,"Reyes, 1"
308,3,Plaza de España,Leganitos,Princesa,"Princesa, 2"
308,3,Plaza de España,Plaza de España,Plaza de España,"Plaza de España,18"
308,3,Plaza de España,Plaza de España,Ascensor. Acceso a línea 3,"Plaza de España, 18"
309,3,Ventura Rodríguez,Ventura Rodríguez,"Princesa, impares","Princesa, 23"
309,3,Ventura Rodríguez,Ventura Rodríguez,"Princesa, pares","C/ Princesa, 22"
309,3,Ventura Rodríguez,Ventura Rodríguez,Ascensor,Princesa pares
310,3,Argüelles,Alberto Aguilera,Princesa,"Princesa, 56 (Esq. A. Aguilera)"
310,3,Argüelles,Alberto Aguilera,Ascensor,"Alberto Aguilera, pares"
310,3,Argüelles,Alberto Aguilera,Alberto Aguilera,"Alberto Aguilera, 70 (Esq. Gaztambide)"
310,3,Argüelles,Altamirano,Altamirano (Esq. Altamirano),"Princesa, 65"
310,3,Argüelles,Guzmán el Bueno,Guzmán el Bueno - Ascensor,"C/ Alberto Aguilera, 62"
310,3,Argüelles,Guzmán el Bueno,Guzmán el Bueno,"Alberto Aguilera, 62 (A. Mellado - G. Bueno)"
311,3,Moncloa,Arcipreste de Hita,Arcipreste de Hita,Arcipreste de Hita 1 y 3
311,3,Moncloa,Arcipreste de Hita,Intercambiador E. del Aire,Intercambiador E. del Aire
311,3,Moncloa,Cuartel General del Ejercito del Aire,Intercambiador,En vestibulo mixto Metro-Intercambiador (nivel-2) a la altura puerta corredera intercambiador
311,3,Moncloa,Cuartel General del Ejercito del Aire,Princesa,"Altura Princesa, 96 (Junta municipal)"
310,4,Argüelles,Alberto Aguilera,Princesa,"Princesa, 56 (Esq. A. Aguilera)"
310,4,Argüelles,Alberto Aguilera,Ascensor,"Alberto Aguilera, pares"
310,4,Argüelles,Alberto Aguilera,Alberto Aguilera,"Alberto Aguilera, 70 (Esq. Gaztambide)"
310,4,Argüelles,Altamirano,Altamirano (Esq. Altamirano),"Princesa, 65"
310,4,Argüelles,Guzmán el Bueno,Guzmán el Bueno - Ascensor,"C/ Alberto Aguilera, 62"
310,4,Argüelles,Guzmán el Bueno,Guzmán el Bueno,"Alberto Aguilera, 62 (A. Mellado - G. Bueno)"
212,4,San Bernardo,Alberto Aguilera,Alberto Aguilera,"Gta. Ruiz Jiménez, 2 (S.Bernardo - A. Aguilera)"
212,4,San Bernardo,Carranza,Carranza,"Gta. Ruiz Jiménez, 5 (Esq. Carranza)"
113,4,Bilbao,Central,Manuela Malasaña (Malasaña/Fuencarral),"Gta. Bilbao, 7"
113,4,Bilbao,Central,Fuencarral,"Gta. Bilbao, 5 (semiesq. Fuencarral)"
113,4,Bilbao,Central,Luchana Ascensor,"Glorieta de Bilbao, 6"
113,4,Bilbao,Luchana,Trafalgar,"Luchana, 23"
113,4,Bilbao,Luchana,Francisco de Rojas,"Luchana, 22 (esq. Fco. de Rojas)"
113,4,Bilbao,Luchana,"Luchana, impares","Luchana, 21 (esq. Trafalgar pares)"
404,4,Alonso Martínez,Hermanos Álvarez Quintero,Hermanos Álvarez Quintero,"Sagasta, 30 (Esq. Álvarez Quintero)"
404,4,Alonso Martínez,Santa Bárbara,Santa Bárbara,"Pza. Santa Bárbara, 5"
404,4,Alonso Martínez,Santa Bárbara,Santa Engracia,"Pza. Alonso Martínez, 4 (Sta. Engracia, 4 - Almagro)"
404,4,Alonso Martínez,Santa Bárbara,"Génova, pares","Génova, 2 (Esq. Pza. A. Martínez)"
405,4,Colón,Colón,"Génova, pares","Génova, 28 (Próx. Marqués de la Ensenada)"
405,4,Colón,Colón,Museo de Cera,En pasillo del acceso Genova Pares.
405,4,Colón,Colón,"Génova, impares","Génova, 29 (Próx. Pza. de Colón)"
406,4,Serrano,Lagasca,"Goya, pares","Goya, 10 (Esq. Lagasca)"
406,4,Serrano,Lagasca,"Goya, impares","Goya, 23 (Esq. Lagasca)"
406,4,Serrano,Serrano,Serrano,"Goya, 15 (Esq. Serrano)"
406,4,Serrano,Serrano,"Goya, pares","Goya, 4 (Esq. Serrano)"
407,4,Velázquez,Castelló,"Goya, impares","Goya, 53 (Esq. Castelló)"
407,4,Velázquez,Castelló,"Goya, pares","Goya, 32 (Esq. Castelló)"
